"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/loss_epoch","phase_reshape_10k_resumed - val/loss_epoch__MIN","phase_reshape_10k_resumed - val/loss_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/loss_epoch","phase_reshape_1M - val/loss_epoch__MIN","phase_reshape_1M - val/loss_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/loss_epoch","phase_reshape_10k - val/loss_epoch__MIN","phase_reshape_10k - val/loss_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/loss_epoch","phase_train500kids - val/loss_epoch__MIN","phase_train500kids - val/loss_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/loss_epoch","phase_train2402 - val/loss_epoch__MIN","phase_train2402 - val/loss_epoch__MAX"
"202","","","","","","","","","","","","","","","","","","","2401","2401","2401","0.18707744777202606","0.18707744777202606","0.18707744777202606","","","","","",""
"204","","","","","","","703","703","703","0.27920296788215637","0.27920296788215637","0.27920296788215637","649","649","649","0.2718411982059479","0.2718411982059479","0.2718411982059479","2415","2415","2415","0.1847299486398697","0.1847299486398697","0.1847299486398697","","","","","",""
"205","","","","","","","","","","","","","","","","","","","2430","2430","2430","0.1826171875","0.1826171875","0.1826171875","","","","","",""
"207","","","","","","","","","","","","","","","","","","","2444","2444","2444","0.1805044263601303","0.1805044263601303","0.1805044263601303","672","672","672","0.25514572858810425","0.25514572858810425","0.25514572858810425"
"208","","","","","","","","","","","","","","","","","","","2459","2459","2459","0.17853252589702606","0.17853252589702606","0.17853252589702606","","","","","",""
"210","","","","","","","","","","","","","","","","","","","2490","2490","2490","0.1765512377023697","0.1765512377023697","0.1765512377023697","","","","","",""
"211","","","","","","","","","","","","","","","","","","","2505","2505","2505","0.17441031336784363","0.17441031336784363","0.17441031336784363","","","","","",""
"212","","","","","","","734","734","734","0.2633901834487915","0.2633901834487915","0.2633901834487915","","","","","","","","","","","","","","","","","",""
"213","","","","","","","","","","","","","","","","","","","2519","2519","2519","0.1725229173898697","0.1725229173898697","0.1725229173898697","","","","","",""
"214","","","","","","","","","","","","","680","680","680","0.258544921875","0.258544921875","0.258544921875","2534","2534","2534","0.17068246006965637","0.17068246006965637","0.17068246006965637","","","","","",""
"216","","","","","","","","","","","","","","","","","","","2548","2548","2548","0.16882793605327606","0.16882793605327606","0.16882793605327606","703","703","703","0.23926720023155212","0.23926720023155212","0.23926720023155212"
"217","","","","","","","","","","","","","","","","","","","2563","2563","2563","0.16691707074642181","0.16691707074642181","0.16691707074642181","","","","","",""
"219","","","","","","","","","","","","","","","","","","","2591","2591","2591","0.1651376634836197","0.1651376634836197","0.1651376634836197","","","","","",""
"220","","","","","","","765","765","765","0.2488168627023697","0.2488168627023697","0.2488168627023697","","","","","","","2624","2624","2624","0.1634756177663803","0.1634756177663803","0.1634756177663803","","","","","",""
"222","","","","","","","","","","","","","","","","","","","2638","2638","2638","0.16169621050357819","0.16169621050357819","0.16169621050357819","","","","","",""
"223","","","","","","","","","","","","","711","711","711","0.23930476605892181","0.23930476605892181","0.23930476605892181","2653","2653","2653","0.1601797193288803","0.1601797193288803","0.1601797193288803","","","","","",""
"225","","","","","","","","","","","","","","","","","","","2667","2667","2667","0.15873835980892181","0.15873835980892181","0.15873835980892181","735","735","735","0.22362342476844788","0.22362342476844788","0.22362342476844788"
"226","","","","","","","","","","","","","","","","","","","2682","2682","2682","0.15695425868034363","0.15695425868034363","0.15695425868034363","","","","","",""
"228","","","","","","","779","779","779","0.23459097743034363","0.23459097743034363","0.23459097743034363","","","","","","","2696","2696","2696","0.15520301461219788","0.15520301461219788","0.15520301461219788","","","","","",""
"229","","","","","","","","","","","","","","","","","","","2726","2726","2726","0.15370060503482819","0.15370060503482819","0.15370060503482819","","","","","",""
"231","","","","","","","","","","","","","","","","","","","2742","2742","2742","0.15234844386577606","0.15234844386577606","0.15234844386577606","","","","","",""
"232","","","","","","","","","","","","","742","742","742","0.22455303370952606","0.22455303370952606","0.22455303370952606","2757","2757","2757","0.15114182233810425","0.15114182233810425","0.15114182233810425","","","","","",""
"234","","","","","","","","","","","","","","","","","","","2771","2771","2771","0.14970515668392181","0.14970515668392181","0.14970515668392181","766","766","766","0.21083420515060425","0.21083420515060425","0.21083420515060425"
"235","","","","","","","","","","","","","","","","","","","2786","2786","2786","0.14814640581607819","0.14814640581607819","0.14814640581607819","","","","","",""
"236","","","","","","","810","810","810","0.22165152430534363","0.22165152430534363","0.22165152430534363","","","","","","","","","","","","","","","","","",""
"237","","","","","","","","","","","","","","","","","","","2800","2800","2800","0.14649376273155212","0.14649376273155212","0.14649376273155212","","","","","",""
"238","","","","","","","","","","","","","","","","","","","2815","2815","2815","0.14518386125564575","0.14518386125564575","0.14518386125564575","","","","","",""
"240","","","","","","","","","","","","","","","","","","","2846","2846","2846","0.1445547193288803","0.1445547193288803","0.1445547193288803","","","","","",""
"241","","","","","","","","","","","","","","","","","","","2861","2861","2861","0.14334341883659363","0.14334341883659363","0.14334341883659363","","","","","",""
"242","","","","","","","","","","","","","773","773","773","0.21031776070594788","0.21031776070594788","0.21031776070594788","","","","","","","","","","","",""
"243","","","","","","","","","","","","","","","","","","","2875","2875","2875","0.14185509085655212","0.14185509085655212","0.14185509085655212","798","798","798","0.19916240870952606","0.19916240870952606","0.19916240870952606"
"244","","","","","","","841","841","841","0.21054312586784363","0.21054312586784363","0.21054312586784363","","","","","","","2890","2890","2890","0.14070011675357819","0.14070011675357819","0.14070011675357819","","","","","",""
"246","","","","","","","","","","","","","","","","","","","2904","2904","2904","0.13953575491905212","0.13953575491905212","0.13953575491905212","","","","","",""
"247","","","","","","","","","","","","","","","","","","","2919","2919","2919","0.13837608695030212","0.13837608695030212","0.13837608695030212","","","","","",""
"249","","","","","","","","","","","","","","","","","","","2947","2947","2947","0.13755446672439575","0.13755446672439575","0.13755446672439575","","","","","",""
"250","","","","","","","","","","","","","","","","","","","2980","2980","2980","0.13672344386577606","0.13672344386577606","0.13672344386577606","","","","","",""
"251","","","","","","","872","872","872","0.20164138078689575","0.20164138078689575","0.20164138078689575","804","804","804","0.1986459642648697","0.1986459642648697","0.1986459642648697","","","","","","","","","","","",""
"252","","","","","","","","","","","","","","","","","","","2994","2994","2994","0.13556846976280212","0.13556846976280212","0.13556846976280212","829","829","829","0.18773475289344788","0.18773475289344788","0.18773475289344788"
"253","","","","","","","","","","","","","","","","","","","3009","3009","3009","0.1338125318288803","0.1338125318288803","0.1338125318288803","","","","","",""
"255","","","","","","","","","","","","","","","","","","","3023","3023","3023","0.13304255902767181","0.13304255902767181","0.13304255902767181","","","","","",""
"256","","","","","","","","","","","","","","","","","","","3038","3038","3038","0.1320566087961197","0.1320566087961197","0.1320566087961197","","","","","",""
"258","","","","","","","","","","","","","","","","","","","3052","3052","3052","0.13068565726280212","0.13068565726280212","0.13068565726280212","","","","","",""
"259","","","","","","","900","900","900","0.1924203783273697","0.1924203783273697","0.1924203783273697","","","","","","","3082","3082","3082","0.1299062818288803","0.1299062818288803","0.1299062818288803","","","","","",""
"260","","","","","","","","","","","","","835","835","835","0.1881948560476303","0.1881948560476303","0.1881948560476303","","","","","","","","","","","",""
"261","","","","","","","","","","","","","","","","","","","3098","3098","3098","0.1289438158273697","0.1289438158273697","0.1289438158273697","861","861","861","0.17831656336784363","0.17831656336784363","0.17831656336784363"
"262","","","","","","","","","","","","","","","","","","","3113","3113","3113","0.12776535749435425","0.12776535749435425","0.12776535749435425","","","","","",""
"264","","","","","","","","","","","","","","","","","","","3127","3127","3127","0.12677940726280212","0.12677940726280212","0.12677940726280212","","","","","",""
"265","","","","","","","","","","","","","","","","","","","3142","3142","3142","0.1258920580148697","0.1258920580148697","0.1258920580148697","","","","","",""
"267","","","","","","","917","917","917","0.18285663425922394","0.18285663425922394","0.18285663425922394","","","","","","","3156","3156","3156","0.12490610033273697","0.12490610033273697","0.12490610033273697","","","","","",""
"268","","","","","","","","","","","","","","","","","","","3171","3171","3171","0.12407039105892181","0.12407039105892181","0.12407039105892181","","","","","",""
"270","","","","","","","","","","","","","866","866","866","0.17778602242469788","0.17778602242469788","0.17778602242469788","3202","3202","3202","0.12321119755506516","0.12321119755506516","0.12321119755506516","892","892","892","0.16919884085655212","0.16919884085655212","0.16919884085655212"
"271","","","","","","","","","","","","","","","","","","","3217","3217","3217","0.12233323603868484","0.12233323603868484","0.12233323603868484","","","","","",""
"273","","","","","","","","","","","","","","","","","","","3231","3231","3231","0.12147874385118484","0.12147874385118484","0.12147874385118484","","","","","",""
"274","","","","","","","","","","","","","","","","","","","3246","3246","3246","0.12070406228303909","0.12070406228303909","0.12070406228303909","","","","","",""
"275","","","","","","","948","948","948","0.17517559230327606","0.17517559230327606","0.17517559230327606","","","","","","","","","","","","","","","","","",""
"276","","","","","","","","","","","","","","","","","","","3260","3260","3260","0.11993408203125","0.11993408203125","0.11993408203125","","","","","",""
"277","","","","","","","","","","","","","","","","","","","3275","3275","3275","0.11908428370952606","0.11908428370952606","0.11908428370952606","","","","","",""
"279","","","","","","","","","","","","","892","892","892","0.16926456987857819","0.16926456987857819","0.16926456987857819","3303","3303","3303","0.11829552054405212","0.11829552054405212","0.11829552054405212","913","913","913","0.16140511631965637","0.16140511631965637","0.16140511631965637"
"280","","","","","","","","","","","","","","","","","","","3336","3336","3336","0.11762413382530212","0.11762413382530212","0.11762413382530212","","","","","",""
"282","","","","","","","","","","","","","","","","","","","3350","3350","3350","0.11679311841726303","0.11679311841726303","0.11679311841726303","","","","","",""
"283","","","","","","","979","979","979","0.16783729195594788","0.16783729195594788","0.16783729195594788","","","","","","","3365","3365","3365","0.11610765010118484","0.11610765010118484","0.11610765010118484","","","","","",""
"285","","","","","","","","","","","","","","","","","","","3379","3379","3379","0.11543156206607819","0.11543156206607819","0.11543156206607819","","","","","",""
"286","","","","","","","","","","","","","","","","","","","3394","3394","3394","0.11467097699642181","0.11467097699642181","0.11467097699642181","","","","","",""
"288","","","","","","","","","","","","","926","926","926","0.16059757769107819","0.16059757769107819","0.16059757769107819","3408","3408","3408","0.11431884765625","0.11431884765625","0.11431884765625","938","938","938","0.15447059273719788","0.15447059273719788","0.15447059273719788"
"289","","","","","","","","","","","","","","","","","","","3438","3438","3438","0.11369441449642181","0.11369441449642181","0.11369441449642181","","","","","",""
"291","","","","","","","1010","1010","1010","0.16088397800922394","0.16088397800922394","0.16088397800922394","","","","","","","3454","3454","3454","0.11306528002023697","0.11306528002023697","0.11306528002023697","","","","","",""
"292","","","","","","","","","","","","","","","","","","","3469","3469","3469","0.11228590458631516","0.11228590458631516","0.11228590458631516","","","","","",""
"294","","","","","","","","","","","","","","","","","","","3483","3483","3483","0.11173189431428909","0.11173189431428909","0.11173189431428909","","","","","",""
"295","","","","","","","","","","","","","","","","","","","3498","3498","3498","0.11112623661756516","0.11112623661756516","0.11112623661756516","","","","","",""
"297","","","","","","","","","","","","","957","957","957","0.15388840436935425","0.15388840436935425","0.15388840436935425","3512","3512","3512","0.11048771440982819","0.11048771440982819","0.11048771440982819","970","970","970","0.14763465523719788","0.14763465523719788","0.14763465523719788"
"298","","","","","","","","","","","","","","","","","","","3527","3527","3527","0.10979755222797394","0.10979755222797394","0.10979755222797394","","","","","",""
"299","","","","","","","1028","1028","1028","0.15463492274284363","0.15463492274284363","0.15463492274284363","","","","","","","","","","","","","","","","","",""
"300","","","","","","","","","","","","","","","","","","","3558","3558","3558","0.10930927097797394","0.10930927097797394","0.10930927097797394","","","","","",""
"301","","","","","","","","","","","","","","","","","","","3573","3573","3573","0.10868953168392181","0.10868953168392181","0.10868953168392181","","","","","",""
"303","","","","","","","","","","","","","","","","","","","3587","3587","3587","0.10796649754047394","0.10796649754047394","0.10796649754047394","","","","","",""
"304","","","","","","","","","","","","","","","","","","","3602","3602","3602","0.10764723271131516","0.10764723271131516","0.10764723271131516","","","","","",""
"306","","","","","","","","","","","","","","","","","","","3616","3616","3616","0.10711200535297394","0.10711200535297394","0.10711200535297394","1001","1001","1001","0.14185978472232819","0.14185978472232819","0.14185978472232819"
"307","","","","","","","1055","1055","1055","0.14888352155685425","0.14888352155685425","0.14888352155685425","988","988","988","0.14710411429405212","0.14710411429405212","0.14710411429405212","3631","3631","3631","0.10627628862857819","0.10627628862857819","0.10627628862857819","","","","","",""
"309","","","","","","","","","","","","","","","","","","","3659","3659","3659","0.10595703125","0.10595703125","0.10595703125","","","","","",""
"310","","","","","","","","","","","","","","","","","","","3692","3692","3692","0.10534198582172394","0.10534198582172394","0.10534198582172394","","","","","",""
"312","","","","","","","","","","","","","","","","","","","3706","3706","3706","0.10483022779226303","0.10483022779226303","0.10483022779226303","","","","","",""
"313","","","","","","","","","","","","","","","","","","","3721","3721","3721","0.10436542332172394","0.10436542332172394","0.10436542332172394","","","","","",""
"314","","","","","","","1086","1086","1086","0.14345139265060425","0.14345139265060425","0.14345139265060425","","","","","","","","","","","","","","","","","",""
"315","","","","","","","","","","","","","","","","","","","3735","3735","3735","0.10378324240446091","0.10378324240446091","0.10378324240446091","1033","1033","1033","0.1358642578125","0.1358642578125","0.1358642578125"
"316","","","","","","","","","","","","","1019","1019","1019","0.14064377546310425","0.14064377546310425","0.14064377546310425","3750","3750","3750","0.10321514308452606","0.10321514308452606","0.10321514308452606","","","","","",""
"318","","","","","","","","","","","","","","","","","","","3764","3764","3764","0.10276912152767181","0.10276912152767181","0.10276912152767181","","","","","",""
"319","","","","","","","","","","","","","","","","","","","3794","3794","3794","0.10240291059017181","0.10240291059017181","0.10240291059017181","","","","","",""
"321","","","","","","","","","","","","","","","","","","","3810","3810","3810","0.10201322287321091","0.10201322287321091","0.10201322287321091","","","","","",""
"322","","","","","","","1117","1117","1117","0.13909442722797394","0.13909442722797394","0.13909442722797394","","","","","","","3825","3825","3825","0.10142164677381516","0.10142164677381516","0.10142164677381516","","","","","",""
"324","","","","","","","","","","","","","","","","","","","3839","3839","3839","0.10088641941547394","0.10088641941547394","0.10088641941547394","1064","1064","1064","0.13108943402767181","0.13108943402767181","0.13108943402767181"
