"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/loss_epoch","phase_reshape_10k_resumed - val/loss_epoch__MIN","phase_reshape_10k_resumed - val/loss_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/loss_epoch","phase_reshape_1M - val/loss_epoch__MIN","phase_reshape_1M - val/loss_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/loss_epoch","phase_reshape_10k - val/loss_epoch__MIN","phase_reshape_10k - val/loss_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/loss_epoch","phase_train500kids - val/loss_epoch__MIN","phase_train500kids - val/loss_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/loss_epoch","phase_train2402 - val/loss_epoch__MIN","phase_train2402 - val/loss_epoch__MAX"
"2630","","","","","","","9146","9146","9146","0.036022480577230453","0.036022480577230453","0.036022480577230453","","","","","","","","","","","","","","","","","",""
"2632","1687","1687","1687","0.03704833984375","0.03704833984375","0.03704833984375","","","","","","","","","","","","","","","","","","","","","","","",""
"2638","","","","","","","9160","9160","9160","0.036159809678792953","0.036159809678792953","0.036159809678792953","","","","","","","","","","","","","","","","","",""
"2641","1718","1718","1718","0.037001390010118484","0.037001390010118484","0.037001390010118484","","","","","","","","","","","","","","","","","","","","","","","",""
"2645","","","","","","","9191","9191","9191","0.03596027195453644","0.03596027195453644","0.03596027195453644","","","","","","","","","","","","","","","","","",""
"2650","1749","1749","1749","0.03711876645684242","0.03711876645684242","0.03711876645684242","","","","","","","","","","","","","","","","","","","","","","","",""
"2653","","","","","","","9222","9222","9222","0.03606355935335159","0.03606355935335159","0.03606355935335159","","","","","","","","","","","","","","","","","",""
"2660","1780","1780","1780","0.03706125169992447","0.03706125169992447","0.03706125169992447","","","","","","","","","","","","","","","","","","","","","","","",""
"2661","","","","","","","9253","9253","9253","0.035950880497694016","0.035950880497694016","0.035950880497694016","","","","","","","","","","","","","","","","","",""
"2669","1804","1804","1804","0.03692861646413803","0.03692861646413803","0.03692861646413803","9277","9277","9277","0.035937968641519547","0.035937968641519547","0.035937968641519547","","","","","","","","","","","","","","","","","",""
"2677","","","","","","","9298","9298","9298","0.03595909848809242","0.03595909848809242","0.03595909848809242","","","","","","","","","","","","","","","","","",""
"2678","1825","1825","1825","0.03694387525320053","0.03694387525320053","0.03694387525320053","","","","","","","","","","","","","","","","","","","","","","","",""
"2685","","","","","","","9329","9329","9329","0.03584758937358856","0.03584758937358856","0.03584758937358856","","","","","","","","","","","","","","","","","",""
"2688","1856","1856","1856","0.036865234375","0.036865234375","0.036865234375","","","","","","","","","","","","","","","","","","","","","","","",""
"2693","","","","","","","9360","9360","9360","0.03588397800922394","0.03588397800922394","0.03588397800922394","","","","","","","","","","","","","","","","","",""
"2697","1887","1887","1887","0.036820631474256516","0.036820631474256516","0.036820631474256516","","","","","","","","","","","","","","","","","","","","","","","",""
"2701","","","","","","","9391","9391","9391","0.035811204463243484","0.035811204463243484","0.035811204463243484","","","","","","","","","","","","","","","","","",""
"2706","1919","1919","1919","0.036881666630506516","0.036881666630506516","0.036881666630506516","","","","","","","","","","","","","","","","","","","","","","","",""
"2708","","","","","","","9405","9405","9405","0.03577481955289841","0.03577481955289841","0.03577481955289841","","","","","","","","","","","","","","","","","",""
"2715","1950","1950","1950","0.036820631474256516","0.036820631474256516","0.036820631474256516","","","","","","","","","","","","","","","","","","","","","","","",""
"2716","","","","","","","9436","9436","9436","0.03579946607351303","0.03579946607351303","0.03579946607351303","","","","","","","","","","","","","","","","","",""
"2724","","","","","","","9467","9467","9467","0.03571260720491409","0.03571260720491409","0.03571260720491409","","","","","","","","","","","","","","","","","",""
"2725","1981","1981","1981","0.03678424656391144","0.03678424656391144","0.03678424656391144","","","","","","","","","","","","","","","","","","","","","","","",""
"2732","","","","","","","9498","9498","9498","0.035763081163167953","0.035763081163167953","0.035763081163167953","","","","","","","","","","","","","","","","","",""
"2734","2012","2012","2012","0.03673729673027992","0.03673729673027992","0.03673729673027992","","","","","","","","","","","","","","","","","","","","","","","",""
"2740","","","","","","","9529","9529","9529","0.035763081163167953","0.035763081163167953","0.035763081163167953","","","","","","","","","","","","","","","","","",""
"2743","2043","2043","2043","0.03678424656391144","0.03678424656391144","0.03678424656391144","","","","","","","","","","","","","","","","","","","","","","","",""
"2748","","","","","","","9543","9543","9543","0.03576894849538803","0.03576894849538803","0.03576894849538803","","","","","","","","","","","","","","","","","",""
"2753","2074","2074","2074","0.036853495985269547","0.036853495985269547","0.036853495985269547","","","","","","","","","","","","","","","","","","","","","","","",""
"2756","","","","","","","9574","9574","9574","0.03564687818288803","0.03564687818288803","0.03564687818288803","","","","","","","","","","","","","","","","","",""
"2762","2105","2105","2105","0.0366973876953125","0.0366973876953125","0.0366973876953125","","","","","","","","","","","","","","","","","","","","","","","",""
"2764","","","","","","","9605","9605","9605","0.035709086805582047","0.035709086805582047","0.035709086805582047","","","","","","","","","","","","","","","","","",""
"2771","2136","2136","2136","0.036624614149332047","0.036624614149332047","0.036624614149332047","9636","9636","9636","0.03561166673898697","0.03561166673898697","0.03561166673898697","","","","","","","","","","","","","","","","","",""
"2779","","","","","","","9664","9664","9664","0.03562457859516144","0.03562457859516144","0.03562457859516144","","","","","","","","","","","","","","","","","",""
"2781","2167","2167","2167","0.0367431640625","0.0367431640625","0.0367431640625","","","","","","","","","","","","","","","","","","","","","","","",""
"2787","","","","","","","9681","9681","9681","0.035538893193006516","0.035538893193006516","0.035538893193006516","","","","","","","","","","","","","","","","","",""
"2790","2198","2198","2198","0.03666217625141144","0.03666217625141144","0.03666217625141144","","","","","","","","","","","","","","","","","","","","","","","",""
"2795","","","","","","","9712","9712","9712","0.03554593771696091","0.03554593771696091","0.03554593771696091","","","","","","","","","","","","","","","","","",""
"2799","2219","2219","2219","0.036587055772542953","0.036587055772542953","0.036587055772542953","","","","","","","","","","","","","","","","","","","","","","","",""
"2803","","","","","","","9743","9743","9743","0.035536546260118484","0.035536546260118484","0.035536546260118484","","","","","","","","","","","","","","","","","",""
"2808","2244","2244","2244","0.03673025220632553","0.03673025220632553","0.03673025220632553","","","","","","","","","","","","","","","","","","","","","","","",""
"2811","","","","","","","9774","9774","9774","0.035475511103868484","0.035475511103868484","0.035475511103868484","","","","","","","","","","","","","","","","","",""
"2818","2275","2275","2275","0.03671029955148697","0.03671029955148697","0.03671029955148697","","","","","","","","","","","","","","","","","","","","","","","",""
"2819","","","","","","","9792","9792","9792","0.03543560206890106","0.03543560206890106","0.03543560206890106","","","","","","","","","","","","","","","","","",""
"2827","2306","2306","2306","0.03659761697053909","0.03659761697053909","0.03659761697053909","9819","9819","9819","0.0354156494140625","0.0354156494140625","0.0354156494140625","","","","","","","","","","","","","","","","","",""
"2834","","","","","","","9850","9850","9850","0.03545438498258591","0.03545438498258591","0.03545438498258591","","","","","","","","","","","","","","","","","",""
"2836","2337","2337","2337","0.03658001124858856","0.03658001124858856","0.03658001124858856","","","","","","","","","","","","","","","","","","","","","","","",""
"2842","","","","","","","9881","9881","9881","0.03531705588102341","0.03531705588102341","0.03531705588102341","","","","","","","","","","","","","","","","","",""
"2846","2368","2368","2368","0.03647907078266144","0.03647907078266144","0.03647907078266144","","","","","","","","","","","","","","","","","","","","","","","",""
"2850","","","","","","","9912","9912","9912","0.03546377271413803","0.03546377271413803","0.03546377271413803","","","","","","","","","","","","","","","","","",""
"2855","2399","2399","2399","0.03638517111539841","0.03638517111539841","0.03638517111539841","","","","","","","","","","","","","","","","","","","","","","","",""
"2858","","","","","","","9926","9926","9926","0.035401564091444016","0.035401564091444016","0.035401564091444016","","","","","","","","","","","","","","","","","",""
"2864","2430","2430","2430","0.036380473524332047","0.036380473524332047","0.036380473524332047","","","","","","","","","","","","","","","","","","","","","","","",""
"2866","","","","","","","9957","9957","9957","0.0352935791015625","0.0352935791015625","0.0352935791015625","","","","","","","","","","","","","","","","","",""
"2874","2461","2461","2461","0.03638517111539841","0.03638517111539841","0.03638517111539841","9988","9988","9988","0.03540625795722008","0.03540625795722008","0.03540625795722008","","","","","","","","","","","","","","","","","",""
"2882","","","","","","","10019","10019","10019","0.035229023545980453","0.035229023545980453","0.035229023545980453","","","","","","","","","","","","","","","","","",""
"2883","2492","2492","2492","0.03633587062358856","0.03633587062358856","0.03633587062358856","","","","","","","","","","","","","","","","","","","","","","","",""
"2890","","","","","","","10050","10050","10050","0.035371046513319016","0.035371046513319016","0.035371046513319016","","","","","","","","","","","","","","","","","",""
"2892","2524","2524","2524","0.036434467881917953","0.036434467881917953","0.036434467881917953","","","","","","","","","","","","","","","","","","","","","","","",""
"2897","","","","","","","10064","10064","10064","0.03530649095773697","0.03530649095773697","0.03530649095773697","","","","","","","","","","","","","","","","","",""
"2901","2555","2555","2555","0.03643329441547394","0.03643329441547394","0.03643329441547394","","","","","","","","","","","","","","","","","","","","","","","",""
"2905","","","","","","","10095","10095","10095","0.035251323133707047","0.035251323133707047","0.035251323133707047","","","","","","","","","","","","","","","","","",""
"2911","2586","2586","2586","0.0364990234375","0.0364990234375","0.0364990234375","","","","","","","","","","","","","","","","","","","","","","","",""
"2913","","","","","","","10126","10126","10126","0.03512807935476303","0.03512807935476303","0.03512807935476303","","","","","","","","","","","","","","","","","",""
"2920","2617","2617","2617","0.03647907078266144","0.03647907078266144","0.03647907078266144","","","","","","","","","","","","","","","","","","","","","","","",""
"2921","","","","","","","10157","10157","10157","0.03522550314664841","0.03522550314664841","0.03522550314664841","","","","","","","","","","","","","","","","","",""
"2929","2645","2645","2645","0.03647085279226303","0.03647085279226303","0.03647085279226303","10179","10179","10179","0.035157423466444016","0.035157423466444016","0.035157423466444016","","","","","","","","","","","","","","","","","",""
"2937","","","","","","","10202","10202","10202","0.035050611943006516","0.035050611943006516","0.035050611943006516","","","","","","","","","","","","","","","","","",""
"2939","2666","2666","2666","0.036268968135118484","0.036268968135118484","0.036268968135118484","","","","","","","","","","","","","","","","","","","","","","","",""
"2945","","","","","","","10233","10233","10233","0.03510577976703644","0.03510577976703644","0.03510577976703644","","","","","","","","","","","","","","","","","",""
"2948","2693","2693","2693","0.036212626844644547","0.036212626844644547","0.036212626844644547","","","","","","","","","","","","","","","","","","","","","","","",""
"2953","","","","","","","10264","10264","10264","0.03502126783132553","0.03502126783132553","0.03502126783132553","","","","","","","","","","","","","","","","","",""
"2957","2724","2724","2724","0.03622671216726303","0.03622671216726303","0.03622671216726303","","","","","","","","","","","","","","","","","","","","","","","",""
"2960","","","","","","","10295","10295","10295","0.03507760912179947","0.03507760912179947","0.03507760912179947","","","","","","","","","","","","","","","","","",""
"2967","2755","2755","2755","0.03628070652484894","0.03628070652484894","0.03628070652484894","","","","","","","","","","","","","","","","","","","","","","","",""
"2968","","","","","","","10309","10309","10309","0.034959059208631516","0.034959059208631516","0.034959059208631516","","","","","","","","","","","","","","","","","",""
"2976","2786","2786","2786","0.03618328273296356","0.03618328273296356","0.03618328273296356","10340","10340","10340","0.03503183275461197","0.03503183275461197","0.03503183275461197","","","","","","","","","","","","","","","","","",""
"2984","","","","","","","10371","10371","10371","0.03494732081890106","0.03494732081890106","0.03494732081890106","","","","","","","","","","","","","","","","","",""
"2985","2818","2818","2818","0.036251362413167953","0.036251362413167953","0.036251362413167953","","","","","","","","","","","","","","","","","","","","","","","",""
"2992","","","","","","","10402","10402","10402","0.034910935908555984","0.034910935908555984","0.034910935908555984","","","","","","","","","","","","","","","","","",""
"2994","2849","2849","2849","0.03616919741034508","0.03616919741034508","0.03616919741034508","","","","","","","","","","","","","","","","","","","","","","","",""
"3000","","","","","","","10433","10433","10433","0.034946147352457047","0.034946147352457047","0.034946147352457047","","","","","","","","","","","","","","","","","",""
"3004","2880","2880","2880","0.03626192361116409","0.03626192361116409","0.03626192361116409","","","","","","","","","","","","","","","","","","","","","","","",""
"3008","","","","","","","10447","10447","10447","0.034961406141519547","0.034961406141519547","0.034961406141519547","","","","","","","","","","","","","","","","","",""
"3013","2911","2911","2911","0.03627248853445053","0.03627248853445053","0.03627248853445053","","","","","","","","","","","","","","","","","","","","","","","",""
"3016","","","","","","","10478","10478","10478","0.03482994809746742","0.03482994809746742","0.03482994809746742","","","","","","","","","","","","","","","","","",""
"3022","2942","2942","2942","0.036297138780355453","0.036297138780355453","0.036297138780355453","","","","","","","","","","","","","","","","","","","","","","","",""
"3023","","","","","","","10509","10509","10509","0.03493558615446091","0.03493558615446091","0.03493558615446091","","","","","","","","","","","","","","","","","",""
"3031","","","","","","","10540","10540","10540","0.034854594618082047","0.034854594618082047","0.034854594618082047","","","","","","","","","","","","","","","","","",""
"3032","2973","2973","2973","0.03610464185476303","0.03610464185476303","0.03610464185476303","","","","","","","","","","","","","","","","","","","","","","","",""
"3039","","","","","","","10566","10566","10566","0.034867506474256516","0.034867506474256516","0.034867506474256516","","","","","","","","","","","","","","","","","",""
"3041","3004","3004","3004","0.036105815321207047","0.036105815321207047","0.036105815321207047","","","","","","","","","","","","","","","","","","","","","","","",""
"3047","","","","","","","10585","10585","10585","0.03481351584196091","0.03481351584196091","0.03481351584196091","","","","","","","","","","","","","","","","","",""
"3050","3035","3035","3035","0.03613046556711197","0.03613046556711197","0.03613046556711197","","","","","","","","","","","","","","","","","","","","","","","",""
"3055","","","","","","","10616","10616","10616","0.03480060398578644","0.03480060398578644","0.03480060398578644","","","","","","","","","","","","","","","","","",""
"3060","3066","3066","3066","0.036121074110269547","0.036121074110269547","0.036121074110269547","","","","","","","","","","","","","","","","","","","","","","","",""
"3063","","","","","","","10647","10647","10647","0.0347442626953125","0.0347442626953125","0.0347442626953125","","","","","","","","","","","","","","","","","",""
"3069","3092","3092","3092","0.036009568721055984","0.036009568721055984","0.036009568721055984","","","","","","","","","","","","","","","","","","","","","","","",""
"3071","","","","","","","10678","10678","10678","0.034747783094644547","0.034747783094644547","0.034747783094644547","","","","","","","","","","","","","","","","","",""
"3078","3126","3126","3126","0.036052998155355453","0.036052998155355453","0.036052998155355453","","","","","","","","","","","","","","","","","","","","","","","",""
"3079","","","","","","","10694","10694","10694","0.03472431004047394","0.03472431004047394","0.03472431004047394","","","","","","","","","","","","","","","","","",""
"3086","","","","","","","10723","10723","10723","0.03465505689382553","0.03465505689382553","0.03465505689382553","","","","","","","","","","","","","","","","","",""
"3087","3157","3157","3157","0.03618915379047394","0.03618915379047394","0.03618915379047394","","","","","","","","","","","","","","","","","","","","","","","",""
"3094","","","","","","","10754","10754","10754","0.034686747938394547","0.034686747938394547","0.034686747938394547","","","","","","","","","","","","","","","","","",""
"3097","3188","3188","3188","0.03618093580007553","0.03618093580007553","0.03618093580007553","","","","","","","","","","","","","","","","","","","","","","","",""
"3102","","","","","","","10785","10785","10785","0.034712571650743484","0.034712571650743484","0.034712571650743484","","","","","","","","","","","","","","","","","",""
"3106","3219","3219","3219","0.03606591001152992","0.03606591001152992","0.03606591001152992","","","","","","","","","","","","","","","","","","","","","","","",""
"3110","","","","","","","10816","10816","10816","0.034625712782144547","0.034625712782144547","0.034625712782144547","","","","","","","","","","","","","","","","","",""
"3115","3250","3250","3250","0.03594266623258591","0.03594266623258591","0.03594266623258591","","","","","","","","","","","","","","","","","","","","","","","",""
"3118","","","","","","","10830","10830","10830","0.03460106626152992","0.03460106626152992","0.03460106626152992","","","","","","","","","","","","","","","","","",""
"3125","3281","3281","3281","0.03600135073065758","0.03600135073065758","0.03600135073065758","","","","","","","","","","","","","","","","","","","","","","","",""
"3126","","","","","","","10861","10861","10861","0.03463275730609894","0.03463275730609894","0.03463275730609894","","","","","","","","","","","","","","","","","",""
"3134","3312","3312","3312","0.036022480577230453","0.036022480577230453","0.036022480577230453","10892","10892","10892","0.03455411642789841","0.03455411642789841","0.03455411642789841","","","","","","","","","","","","","","","","","",""
"3142","","","","","","","10923","10923","10923","0.03450481593608856","0.03450481593608856","0.03450481593608856","","","","","","","","","","","","","","","","","",""
"3143","3343","3343","3343","0.03581707179546356","0.03581707179546356","0.03581707179546356","","","","","","","","","","","","","","","","","","","","","","","",""
"3149","","","","","","","10954","10954","10954","0.03452007472515106","0.03452007472515106","0.03452007472515106","","","","","","","","","","","","","","","","","",""
"3153","3374","3374","3374","0.035844068974256516","0.035844068974256516","0.035844068974256516","","","","","","","","","","","","","","","","","","","","","","","",""
"3157","","","","","","","10968","10968","10968","0.034529466181993484","0.034529466181993484","0.034529466181993484","","","","","","","","","","","","","","","","","",""
"3162","3405","3405","3405","0.03588045388460159","0.03588045388460159","0.03588045388460159","","","","","","","","","","","","","","","","","","","","","","","",""
"3165","","","","","","","10999","10999","10999","0.034588154405355453","0.034588154405355453","0.034588154405355453","","","","","","","","","","","","","","","","","",""
"3171","3437","3437","3437","0.036027174443006516","0.036027174443006516","0.036027174443006516","","","","","","","","","","","","","","","","","","","","","","","",""
"3173","","","","","","","11030","11030","11030","0.03449542820453644","0.03449542820453644","0.03449542820453644","","","","","","","","","","","","","","","","","",""
"3180","3468","3468","3468","0.036042433232069016","0.036042433232069016","0.036042433232069016","","","","","","","","","","","","","","","","","","","","","","","",""
"3181","","","","","","","11061","11061","11061","0.034610453993082047","0.034610453993082047","0.034610453993082047","","","","","","","","","","","","","","","","","",""
"3189","","","","","","","11081","11081","11081","0.034503642469644547","0.034503642469644547","0.034503642469644547","","","","","","","","","","","","","","","","","",""
"3190","3499","3499","3499","0.03583702817559242","0.03583702817559242","0.03583702817559242","","","","","","","","","","","","","","","","","","","","","","","",""
"3197","","","","","","","11106","11106","11106","0.03431936353445053","0.03431936353445053","0.03431936353445053","","","","","","","","","","","","","","","","","",""
"3199","3521","3521","3521","0.03586284816265106","0.03586284816265106","0.03586284816265106","","","","","","","","","","","","","","","","","","","","","","","",""
"3205","","","","","","","11137","11137","11137","0.034623365849256516","0.034623365849256516","0.034623365849256516","","","","","","","","","","","","","","","","","",""
"3208","3544","3544","3544","0.035854633897542953","0.035854633897542953","0.035854633897542953","","","","","","","","","","","","","","","","","","","","","","","",""
"3212","","","","","","","11168","11168","11168","0.03442852199077606","0.03442852199077606","0.03442852199077606","","","","","","","","","","","","","","","","","",""
"3218","3575","3575","3575","0.03573373705148697","0.03573373705148697","0.03573373705148697","","","","","","","","","","","","","","","","","","","","","","","",""
"3220","","","","","","","11199","11199","11199","0.03441091626882553","0.03441091626882553","0.03441091626882553","","","","","","","","","","","","","","","","","",""
"3227","3606","3606","3606","0.03577716648578644","0.03577716648578644","0.03577716648578644","","","","","","","","","","","","","","","","","","","","","","","",""
"3228","","","","","","","11213","11213","11213","0.034379225224256516","0.034379225224256516","0.034379225224256516","","","","","","","","","","","","","","","","","",""
"3236","3637","3637","3637","0.035813551396131516","0.035813551396131516","0.035813551396131516","11244","11244","11244","0.034274760633707047","0.034274760633707047","0.034274760633707047","","","","","","","","","","","","","","","","","",""
"3244","","","","","","","11275","11275","11275","0.034335795789957047","0.034335795789957047","0.034335795789957047","","","","","","","","","","","","","","","","","",""
"3246","3668","3668","3668","0.03586637228727341","0.03586637228727341","0.03586637228727341","","","","","","","","","","","","","","","","","","","","","","","",""
"3252","","","","","","","11306","11306","11306","0.03434166684746742","0.03434166684746742","0.03434166684746742","","","","","","","","","","","","","","","","","",""
"3255","3699","3699","3699","0.03582294285297394","0.03582294285297394","0.03582294285297394","","","","","","","","","","","","","","","","","","","","","","","",""
"3260","","","","","","","11337","11337","11337","0.03421607241034508","0.03421607241034508","0.03421607241034508","","","","","","","","","","","","","","","","","",""
"3264","3731","3731","3731","0.03584758937358856","0.03584758937358856","0.03584758937358856","","","","","","","","","","","","","","","","","","","","","","","",""
"3268","","","","","","","11351","11351","11351","0.034376878291368484","0.034376878291368484","0.034376878291368484","","","","","","","","","","","","","","","","","",""
"3273","3762","3762","3762","0.03593679517507553","0.03593679517507553","0.03593679517507553","","","","","","","","","","","","","","","","","","","","","","","",""
"3275","","","","","","","11382","11382","11382","0.034331101924180984","0.034331101924180984","0.034331101924180984","","","","","","","","","","","","","","","","","",""
"3283","3793","3793","3793","0.03568561375141144","0.03568561375141144","0.03568561375141144","11413","11413","11413","0.03420433774590492","0.03420433774590492","0.03420433774590492","","","","","","","","","","","","","","","","","",""
"3291","","","","","","","11444","11444","11444","0.034282978624105453","0.034282978624105453","0.034282978624105453","","","","","","","","","","","","","","","","","",""
"3292","3824","3824","3824","0.035656269639730453","0.035656269639730453","0.035656269639730453","","","","","","","","","","","","","","","","","","","","","","","",""
"3299","","","","","","","11468","11468","11468","0.034257154911756516","0.034257154911756516","0.034257154911756516","","","","","","","","","","","","","","","","","",""
"3301","3855","3855","3855","0.03565274924039841","0.03565274924039841","0.03565274924039841","","","","","","","","","","","","","","","","","","","","","","","",""
"3307","","","","","","","11489","11489","11489","0.03410808742046356","0.03410808742046356","0.03410808742046356","","","","","","","","","","","","","","","","","",""
"3311","3886","3886","3886","0.035610493272542953","0.035610493272542953","0.035610493272542953","","","","","","","","","","","","","","","","","","","","","","","",""
"3315","","","","","","","11520","11520","11520","0.03420551121234894","0.03420551121234894","0.03420551121234894","","","","","","","","","","","","","","","","","",""
"3320","3917","3917","3917","0.035815898329019547","0.035815898329019547","0.035815898329019547","","","","","","","","","","","","","","","","","","","","","","","",""
"3323","","","","","","","11551","11551","11551","0.03425011411309242","0.03425011411309242","0.03425011411309242","","","","","","","","","","","","","","","","","",""
"3329","3948","3948","3948","0.03560814633965492","0.03560814633965492","0.03560814633965492","","","","","","","","","","","","","","","","","","","","","","","",""
"3331","","","","","","","11582","11582","11582","0.0340118408203125","0.0340118408203125","0.0340118408203125","","","","","","","","","","","","","","","","","",""
"3338","","","","","","","11596","11596","11596","0.03409869968891144","0.03409869968891144","0.03409869968891144","","","","","","","","","","","","","","","","","",""
"3339","3968","3968","3968","0.035678569227457047","0.035678569227457047","0.035678569227457047","","","","","","","","","","","","","","","","","","","","","","","",""
"3346","","","","","","","11627","11627","11627","0.033977802842855453","0.033977802842855453","0.033977802842855453","","","","","","","","","","","","","","","","","",""
"3348","3993","3993","3993","0.035541240125894547","0.035541240125894547","0.035541240125894547","","","","","","","","","","","","","","","","","","","","","","","",""
"3354","","","","","","","11658","11658","11658","0.034058790653944016","0.034058790653944016","0.034058790653944016","","","","","","","","","","","","","","","","","",""
"3357","4025","4025","4025","0.035808857530355453","0.035808857530355453","0.035808857530355453","","","","","","","","","","","","","","","","","","","","","","","",""
"3362","","","","","","","11689","11689","11689","0.03406465798616409","0.03406465798616409","0.03406465798616409","","","","","","","","","","","","","","","","","",""
"3366","4056","4056","4056","0.03572904318571091","0.03572904318571091","0.03572904318571091","","","","","","","","","","","","","","","","","","","","","","","",""
"3370","","","","","","","11720","11720","11720","0.034030620008707047","0.034030620008707047","0.034030620008707047","","","","","","","","","","","","","","","","","",""
"3376","4087","4087","4087","0.035648051649332047","0.035648051649332047","0.035648051649332047","","","","","","","","","","","","","","","","","","","","","","","",""
"3378","","","","","","","11734","11734","11734","0.03396019712090492","0.03396019712090492","0.03396019712090492","","","","","","","","","","","","","","","","","",""
"3385","4118","4118","4118","0.03585111349821091","0.03585111349821091","0.03585111349821091","","","","","","","","","","","","","","","","","","","","","","","",""
"3386","","","","","","","11765","11765","11765","0.034038837999105453","0.034038837999105453","0.034038837999105453","","","","","","","","","","","","","","","","","",""
"3394","4149","4149","4149","0.03591097146272659","0.03591097146272659","0.03591097146272659","11796","11796","11796","0.034058790653944016","0.034058790653944016","0.034058790653944016","","","","","","","","","","","","","","","","","",""
"3401","","","","","","","11827","11827","11827","0.03391559422016144","0.03391559422016144","0.03391559422016144","","","","","","","","","","","","","","","","","",""
"3404","4180","4180","4180","0.03605417162179947","0.03605417162179947","0.03605417162179947","","","","","","","","","","","","","","","","","","","","","","","",""
"3409","","","","","","","11855","11855","11855","0.034008320420980453","0.034008320420980453","0.034008320420980453","","","","","","","","","","","","","","","","","",""
"3413","4211","4211","4211","0.035750169306993484","0.035750169306993484","0.035750169306993484","","","","","","","","","","","","","","","","","","","","","","","",""
"3417","","","","","","","11872","11872","11872","0.034025926142930984","0.034025926142930984","0.034025926142930984","","","","","","","","","","","","","","","","","",""
"3422","4242","4242","4242","0.035689134150743484","0.035689134150743484","0.035689134150743484","","","","","","","","","","","","","","","","","","","","","","","",""
"3425","","","","","","","11903","11903","11903","0.033921461552381516","0.033921461552381516","0.033921461552381516","","","","","","","","","","","","","","","","","",""
"3432","4273","4273","4273","0.03569265455007553","0.03569265455007553","0.03569265455007553","","","","","","","","","","","","","","","","","","","","","","","",""
"3433","","","","","","","11934","11934","11934","0.03386981785297394","0.03386981785297394","0.03386981785297394","","","","","","","","","","","","","","","","","",""
"3441","4304","4304","4304","0.03543325513601303","0.03543325513601303","0.03543325513601303","11965","11965","11965","0.03400362282991409","0.03400362282991409","0.03400362282991409","","","","","","","","","","","","","","","","","",""
"3449","","","","","","","11983","11983","11983","0.034015361219644547","0.034015361219644547","0.034015361219644547","","","","","","","","","","","","","","","","","",""
"3450","4336","4336","4336","0.03561870753765106","0.03561870753765106","0.03561870753765106","","","","","","","","","","","","","","","","","","","","","","","",""
"3457","","","","","","","12010","12010","12010","0.03398601710796356","0.03398601710796356","0.03398601710796356","","","","","","","","","","","","","","","","","",""
"3459","4362","4362","4362","0.03559171408414841","0.03559171408414841","0.03559171408414841","","","","","","","","","","","","","","","","","","","","","","","",""
"3464","","","","","","","12041","12041","12041","0.033905029296875","0.033905029296875","0.033905029296875","","","","","","","","","","","","","","","","","",""
"3469","4383","4383","4383","0.03567035496234894","0.03567035496234894","0.03567035496234894","","","","","","","","","","","","","","","","","","","","","","","",""
"3472","","","","","","","12072","12072","12072","0.033908549696207047","0.033908549696207047","0.033908549696207047","","","","","","","","","","","","","","","","","",""
"3478","4412","4412","4412","0.03545438498258591","0.03545438498258591","0.03545438498258591","","","","","","","","","","","","","","","","","","","","","","","",""
"3480","","","","","","","12103","12103","12103","0.03395667299628258","0.03395667299628258","0.03395667299628258","","","","","","","","","","","","","","","","","",""
"3487","4443","4443","4443","0.035689134150743484","0.035689134150743484","0.035689134150743484","","","","","","","","","","","","","","","","","","","","","","","",""
"3488","","","","","","","12117","12117","12117","0.03370901197195053","0.03370901197195053","0.03370901197195053","","","","","","","","","","","","","","","","","",""
"3496","","","","","","","12148","12148","12148","0.03377239406108856","0.03377239406108856","0.03377239406108856","","","","","","","","","","","","","","","","","",""
"3497","4474","4474","4474","0.03560344874858856","0.03560344874858856","0.03560344874858856","","","","","","","","","","","","","","","","","","","","","","","",""
"3504","","","","","","","12179","12179","12179","0.03381817042827606","0.03381817042827606","0.03381817042827606","","","","","","","","","","","","","","","","","",""
"3506","4505","4505","4505","0.035541240125894547","0.035541240125894547","0.035541240125894547","","","","","","","","","","","","","","","","","","","","","","","",""
"3512","","","","","","","12210","12210","12210","0.033771220594644547","0.033771220594644547","0.033771220594644547","","","","","","","","","","","","","","","","","",""
"3515","4536","4536","4536","0.03536048159003258","0.03536048159003258","0.03536048159003258","","","","","","","","","","","","","","","","","","","","","","","",""
"3520","","","","","","","12241","12241","12241","0.03373014181852341","0.03373014181852341","0.03373014181852341","","","","","","","","","","","","","","","","","",""
"3525","4567","4567","4567","0.035308837890625","0.035308837890625","0.035308837890625","","","","","","","","","","","","","","","","","","","","","","","",""
"3527","","","","","","","12255","12255","12255","0.033690232783555984","0.033690232783555984","0.033690232783555984","","","","","","","","","","","","","","","","","",""
