"trainer/global_step","phase_reshape_10k_resumed - _step","phase_reshape_10k_resumed - _step__MIN","phase_reshape_10k_resumed - _step__MAX","phase_reshape_10k_resumed - val/acc_epoch","phase_reshape_10k_resumed - val/acc_epoch__MIN","phase_reshape_10k_resumed - val/acc_epoch__MAX","phase_reshape_1M - _step","phase_reshape_1M - _step__MIN","phase_reshape_1M - _step__MAX","phase_reshape_1M - val/acc_epoch","phase_reshape_1M - val/acc_epoch__MIN","phase_reshape_1M - val/acc_epoch__MAX","phase_reshape_10k - _step","phase_reshape_10k - _step__MIN","phase_reshape_10k - _step__MAX","phase_reshape_10k - val/acc_epoch","phase_reshape_10k - val/acc_epoch__MIN","phase_reshape_10k - val/acc_epoch__MAX","phase_train500kids - _step","phase_train500kids - _step__MIN","phase_train500kids - _step__MAX","phase_train500kids - val/acc_epoch","phase_train500kids - val/acc_epoch__MIN","phase_train500kids - val/acc_epoch__MAX","phase_train2402 - _step","phase_train2402 - _step__MIN","phase_train2402 - _step__MAX","phase_train2402 - val/acc_epoch","phase_train2402 - val/acc_epoch__MIN","phase_train2402 - val/acc_epoch__MAX"
"1371","","","","","","","","","","","","","","","","","","","16270","16270","16270","0.9720709919929504","0.9720709919929504","0.9720709919929504","","","","","",""
"1372","","","","","","","","","","","","","","","","","","","16285","16285","16285","0.9720859527587891","0.9720859527587891","0.9720859527587891","","","","","",""
"1374","","","","","","","","","","","","","","","","","","","16299","16299","16299","0.9721708297729492","0.9721708297729492","0.9721708297729492","","","","","",""
"1375","","","","","","","","","","","","","","","","","","","16314","16314","16314","0.972117006778717","0.972117006778717","0.972117006778717","","","","","",""
"1376","","","","","","","","","","","","","4442","4442","4442","0.9794021248817444","0.9794021248817444","0.9794021248817444","","","","","","","","","","","",""
"1377","","","","","","","","","","","","","","","","","","","16328","16328","16328","0.9720808863639832","0.9720808863639832","0.9720808863639832","4546","4546","4546","0.9786968231201172","0.9786968231201172","0.9786968231201172"
"1378","","","","","","","4778","4778","4778","0.9794877767562866","0.9794877767562866","0.9794877767562866","","","","","","","16343","16343","16343","0.9720737934112549","0.9720737934112549","0.9720737934112549","","","","","",""
"1380","","","","","","","","","","","","","","","","","","","16374","16374","16374","0.9721336364746094","0.9721336364746094","0.9721336364746094","","","","","",""
"1381","","","","","","","","","","","","","","","","","","","16389","16389","16389","0.9720669388771057","0.9720669388771057","0.9720669388771057","","","","","",""
"1383","","","","","","","","","","","","","","","","","","","16403","16403","16403","0.9720919728279114","0.9720919728279114","0.9720919728279114","","","","","",""
"1384","","","","","","","","","","","","","","","","","","","16418","16418","16418","0.9720649719238281","0.9720649719238281","0.9720649719238281","","","","","",""
"1385","","","","","","","4809","4809","4809","0.9795262813568115","0.9795262813568115","0.9795262813568115","","","","","","","","","","","","","","","","","",""
"1386","","","","","","","","","","","","","4473","4473","4473","0.9794929027557373","0.9794929027557373","0.9794929027557373","16432","16432","16432","0.9721494317054749","0.9721494317054749","0.9721494317054749","4577","4577","4577","0.9787813425064087","0.9787813425064087","0.9787813425064087"
"1387","","","","","","","","","","","","","","","","","","","16447","16447","16447","0.9720587134361267","0.9720587134361267","0.9720587134361267","","","","","",""
"1389","","","","","","","","","","","","","","","","","","","16475","16475","16475","0.9720280170440674","0.9720280170440674","0.9720280170440674","","","","","",""
"1390","","","","","","","","","","","","","","","","","","","16508","16508","16508","0.9720459580421448","0.9720459580421448","0.9720459580421448","","","","","",""
"1392","","","","","","","","","","","","","","","","","","","16522","16522","16522","0.972012460231781","0.972012460231781","0.972012460231781","","","","","",""
"1393","","","","","","","4840","4840","4840","0.9795761704444885","0.9795761704444885","0.9795761704444885","","","","","","","16537","16537","16537","0.9720869660377502","0.9720869660377502","0.9720869660377502","","","","","",""
"1395","","","","","","","","","","","","","4504","4504","4504","0.9795198440551758","0.9795198440551758","0.9795198440551758","16551","16551","16551","0.9721430540084839","0.9721430540084839","0.9721430540084839","4609","4609","4609","0.9788030385971069","0.9788030385971069","0.9788030385971069"
"1396","","","","","","","","","","","","","","","","","","","16566","16566","16566","0.9720942378044128","0.9720942378044128","0.9720942378044128","","","","","",""
"1398","","","","","","","","","","","","","","","","","","","16580","16580","16580","0.9720500707626343","0.9720500707626343","0.9720500707626343","","","","","",""
"1399","","","","","","","","","","","","","","","","","","","16610","16610","16610","0.9721658229827881","0.9721658229827881","0.9721658229827881","","","","","",""
"1401","","","","","","","4871","4871","4871","0.9796183705329895","0.9796183705329895","0.9796183705329895","","","","","","","16626","16626","16626","0.9721179604530334","0.9721179604530334","0.9721179604530334","","","","","",""
"1402","","","","","","","","","","","","","","","","","","","16641","16641","16641","0.9720466136932373","0.9720466136932373","0.9720466136932373","","","","","",""
"1404","","","","","","","","","","","","","4536","4536","4536","0.9795820713043213","0.9795820713043213","0.9795820713043213","16655","16655","16655","0.9720907807350159","0.9720907807350159","0.9720907807350159","4640","4640","4640","0.9788305759429932","0.9788305759429932","0.9788305759429932"
"1405","","","","","","","","","","","","","","","","","","","16670","16670","16670","0.9722613096237183","0.9722613096237183","0.9722613096237183","","","","","",""
"1407","","","","","","","","","","","","","","","","","","","16684","16684","16684","0.972162663936615","0.972162663936615","0.972162663936615","","","","","",""
"1408","","","","","","","","","","","","","","","","","","","16699","16699","16699","0.9720420837402344","0.9720420837402344","0.9720420837402344","","","","","",""
"1409","","","","","","","4895","4895","4895","0.9796336889266968","0.9796336889266968","0.9796336889266968","","","","","","","","","","","","","","","","","",""
"1410","","","","","","","","","","","","","","","","","","","16730","16730","16730","0.9721599221229553","0.9721599221229553","0.9721599221229553","","","","","",""
"1411","","","","","","","","","","","","","","","","","","","16745","16745","16745","0.972197949886322","0.972197949886322","0.972197949886322","","","","","",""
"1413","","","","","","","","","","","","","4567","4567","4567","0.979636549949646","0.979636549949646","0.979636549949646","16759","16759","16759","0.9720882177352905","0.9720882177352905","0.9720882177352905","4672","4672","4672","0.9788943529129028","0.9788943529129028","0.9788943529129028"
"1414","","","","","","","","","","","","","","","","","","","16774","16774","16774","0.9720922708511353","0.9720922708511353","0.9720922708511353","","","","","",""
"1416","","","","","","","","","","","","","","","","","","","16788","16788","16788","0.9720742106437683","0.9720742106437683","0.9720742106437683","","","","","",""
"1417","","","","","","","4916","4916","4916","0.9797388315200806","0.9797388315200806","0.9797388315200806","","","","","","","16803","16803","16803","0.9721428751945496","0.9721428751945496","0.9721428751945496","","","","","",""
"1419","","","","","","","","","","","","","","","","","","","16831","16831","16831","0.9721072912216187","0.9721072912216187","0.9721072912216187","","","","","",""
"1420","","","","","","","","","","","","","","","","","","","16864","16864","16864","0.9721168875694275","0.9721168875694275","0.9721168875694275","","","","","",""
"1422","","","","","","","","","","","","","","","","","","","16878","16878","16878","0.9721964597702026","0.9721964597702026","0.9721964597702026","4703","4703","4703","0.9788933396339417","0.9788933396339417","0.9788933396339417"
"1423","","","","","","","","","","","","","4598","4598","4598","0.9796428680419922","0.9796428680419922","0.9796428680419922","16893","16893","16893","0.9721027612686157","0.9721027612686157","0.9721027612686157","","","","","",""
"1425","","","","","","","4947","4947","4947","0.9797303676605225","0.9797303676605225","0.9797303676605225","","","","","","","16907","16907","16907","0.9721698760986328","0.9721698760986328","0.9721698760986328","","","","","",""
"1426","","","","","","","","","","","","","","","","","","","16922","16922","16922","0.9721263647079468","0.9721263647079468","0.9721263647079468","","","","","",""
"1428","","","","","","","","","","","","","","","","","","","16936","16936","16936","0.9721282124519348","0.9721282124519348","0.9721282124519348","","","","","",""
"1429","","","","","","","","","","","","","","","","","","","16966","16966","16966","0.9721283316612244","0.9721283316612244","0.9721283316612244","","","","","",""
"1431","","","","","","","","","","","","","","","","","","","16982","16982","16982","0.9722030162811279","0.9722030162811279","0.9722030162811279","4735","4735","4735","0.9789356589317322","0.9789356589317322","0.9789356589317322"
"1432","","","","","","","","","","","","","4629","4629","4629","0.9797383546829224","0.9797383546829224","0.9797383546829224","16997","16997","16997","0.9721720814704895","0.9721720814704895","0.9721720814704895","","","","","",""
"1433","","","","","","","4978","4978","4978","0.97983318567276","0.97983318567276","0.97983318567276","","","","","","","","","","","","","","","","","",""
"1434","","","","","","","","","","","","","","","","","","","17011","17011","17011","0.9721819162368774","0.9721819162368774","0.9721819162368774","","","","","",""
"1435","","","","","","","","","","","","","","","","","","","17026","17026","17026","0.9721285104751587","0.9721285104751587","0.9721285104751587","","","","","",""
"1437","","","","","","","","","","","","","","","","","","","17040","17040","17040","0.9722033739089966","0.9722033739089966","0.9722033739089966","","","","","",""
"1438","","","","","","","","","","","","","","","","","","","17055","17055","17055","0.972142219543457","0.972142219543457","0.972142219543457","","","","","",""
"1440","","","","","","","","","","","","","","","","","","","17086","17086","17086","0.9721531271934509","0.9721531271934509","0.9721531271934509","4766","4766","4766","0.9789848923683167","0.9789848923683167","0.9789848923683167"
"1441","","","","","","","5009","5009","5009","0.979834258556366","0.979834258556366","0.979834258556366","4660","4660","4660","0.9797506332397461","0.9797506332397461","0.9797506332397461","17101","17101","17101","0.9722004532814026","0.9722004532814026","0.9722004532814026","","","","","",""
"1443","","","","","","","","","","","","","","","","","","","17115","17115","17115","0.9721104502677917","0.9721104502677917","0.9721104502677917","","","","","",""
"1444","","","","","","","","","","","","","","","","","","","17130","17130","17130","0.9721307754516602","0.9721307754516602","0.9721307754516602","","","","","",""
"1446","","","","","","","","","","","","","","","","","","","17144","17144","17144","0.9722073674201965","0.9722073674201965","0.9722073674201965","","","","","",""
"1447","","","","","","","","","","","","","","","","","","","17159","17159","17159","0.9721807837486267","0.9721807837486267","0.9721807837486267","","","","","",""
"1448","","","","","","","5023","5023","5023","0.9798771142959595","0.9798771142959595","0.9798771142959595","","","","","","","","","","","","","","","","","",""
"1449","","","","","","","","","","","","","","","","","","","17187","17187","17187","0.9721091389656067","0.9721091389656067","0.9721091389656067","4787","4787","4787","0.9790236353874207","0.9790236353874207","0.9790236353874207"
"1450","","","","","","","","","","","","","","","","","","","17220","17220","17220","0.9721246361732483","0.9721246361732483","0.9721246361732483","","","","","",""
"1451","","","","","","","","","","","","","4691","4691","4691","0.979834794998169","0.979834794998169","0.979834794998169","","","","","","","","","","","",""
"1452","","","","","","","","","","","","","","","","","","","17234","17234","17234","0.9721416234970093","0.9721416234970093","0.9721416234970093","","","","","",""
"1453","","","","","","","","","","","","","","","","","","","17249","17249","17249","0.9721989035606384","0.9721989035606384","0.9721989035606384","","","","","",""
"1455","","","","","","","","","","","","","","","","","","","17263","17263","17263","0.9721634387969971","0.9721634387969971","0.9721634387969971","","","","","",""
"1456","","","","","","","5054","5054","5054","0.9799349904060364","0.9799349904060364","0.9799349904060364","","","","","","","17278","17278","17278","0.9721934795379639","0.9721934795379639","0.9721934795379639","","","","","",""
"1458","","","","","","","","","","","","","","","","","","","17292","17292","17292","0.9721669554710388","0.9721669554710388","0.9721669554710388","4812","4812","4812","0.9790989756584167","0.9790989756584167","0.9790989756584167"
"1459","","","","","","","","","","","","","","","","","","","17322","17322","17322","0.9722098112106323","0.9722098112106323","0.9722098112106323","","","","","",""
"1460","","","","","","","","","","","","","4722","4722","4722","0.979913055896759","0.979913055896759","0.979913055896759","","","","","","","","","","","",""
"1461","","","","","","","","","","","","","","","","","","","17338","17338","17338","0.9721487760543823","0.9721487760543823","0.9721487760543823","","","","","",""
"1462","","","","","","","","","","","","","","","","","","","17353","17353","17353","0.9722411632537842","0.9722411632537842","0.9722411632537842","","","","","",""
"1464","","","","","","","5085","5085","5085","0.9800122976303101","0.9800122976303101","0.9800122976303101","","","","","","","17367","17367","17367","0.9721167087554932","0.9721167087554932","0.9721167087554932","","","","","",""
"1465","","","","","","","","","","","","","","","","","","","17382","17382","17382","0.9722223877906799","0.9722223877906799","0.9722223877906799","","","","","",""
"1467","","","","","","","","","","","","","","","","","","","17396","17396","17396","0.9722105264663696","0.9722105264663696","0.9722105264663696","4844","4844","4844","0.9791076183319092","0.9791076183319092","0.9791076183319092"
"1468","","","","","","","","","","","","","","","","","","","17411","17411","17411","0.9722362160682678","0.9722362160682678","0.9722362160682678","","","","","",""
"1469","","","","","","","","","","","","","4753","4753","4753","0.9799524545669556","0.9799524545669556","0.9799524545669556","","","","","","","","","","","",""
"1470","","","","","","","","","","","","","","","","","","","17442","17442","17442","0.9721908569335938","0.9721908569335938","0.9721908569335938","","","","","",""
"1471","","","","","","","","","","","","","","","","","","","17457","17457","17457","0.9722095727920532","0.9722095727920532","0.9722095727920532","","","","","",""
"1472","","","","","","","5116","5116","5116","0.9800328016281128","0.9800328016281128","0.9800328016281128","","","","","","","","","","","","","","","","","",""
"1473","","","","","","","","","","","","","","","","","","","17471","17471","17471","0.9721178412437439","0.9721178412437439","0.9721178412437439","","","","","",""
"1474","","","","","","","","","","","","","","","","","","","17486","17486","17486","0.9721871614456177","0.9721871614456177","0.9721871614456177","","","","","",""
"1476","","","","","","","","","","","","","","","","","","","17500","17500","17500","0.9721183180809021","0.9721183180809021","0.9721183180809021","4875","4875","4875","0.9791449308395386","0.9791449308395386","0.9791449308395386"
"1477","","","","","","","","","","","","","","","","","","","17515","17515","17515","0.9721843004226685","0.9721843004226685","0.9721843004226685","","","","","",""
"1479","","","","","","","","","","","","","4773","4773","4773","0.9800020456314087","0.9800020456314087","0.9800020456314087","17543","17543","17543","0.9722291231155396","0.9722291231155396","0.9722291231155396","","","","","",""
"1480","","","","","","","5147","5147","5147","0.9800747632980347","0.9800747632980347","0.9800747632980347","","","","","","","17576","17576","17576","0.9722405076026917","0.9722405076026917","0.9722405076026917","","","","","",""
"1482","","","","","","","","","","","","","","","","","","","17590","17590","17590","0.9721992015838623","0.9721992015838623","0.9721992015838623","","","","","",""
"1483","","","","","","","","","","","","","","","","","","","17605","17605","17605","0.972227156162262","0.972227156162262","0.972227156162262","","","","","",""
"1485","","","","","","","","","","","","","","","","","","","17619","17619","17619","0.9722195267677307","0.9722195267677307","0.9722195267677307","4907","4907","4907","0.9791418313980103","0.9791418313980103","0.9791418313980103"
"1486","","","","","","","","","","","","","","","","","","","17634","17634","17634","0.972144365310669","0.972144365310669","0.972144365310669","","","","","",""
"1488","","","","","","","5161","5161","5161","0.9801046848297119","0.9801046848297119","0.9801046848297119","4798","4798","4798","0.9800330400466919","0.9800330400466919","0.9800330400466919","17648","17648","17648","0.9722063541412354","0.9722063541412354","0.9722063541412354","","","","","",""
"1489","","","","","","","","","","","","","","","","","","","17678","17678","17678","0.9721618294715881","0.9721618294715881","0.9721618294715881","","","","","",""
"1491","","","","","","","","","","","","","","","","","","","17694","17694","17694","0.9722105264663696","0.9722105264663696","0.9722105264663696","","","","","",""
"1492","","","","","","","","","","","","","","","","","","","17709","17709","17709","0.9721618294715881","0.9721618294715881","0.9721618294715881","","","","","",""
"1494","","","","","","","","","","","","","","","","","","","17723","17723","17723","0.9722277522087097","0.9722277522087097","0.9722277522087097","4938","4938","4938","0.9792394042015076","0.9792394042015076","0.9792394042015076"
"1495","","","","","","","","","","","","","","","","","","","17738","17738","17738","0.9721634387969971","0.9721634387969971","0.9721634387969971","","","","","",""
"1496","","","","","","","5192","5192","5192","0.9801980257034302","0.9801980257034302","0.9801980257034302","","","","","","","","","","","","","","","","","",""
"1497","","","","","","","","","","","","","4830","4830","4830","0.9800978302955627","0.9800978302955627","0.9800978302955627","17752","17752","17752","0.9721771478652954","0.9721771478652954","0.9721771478652954","","","","","",""
"1498","","","","","","","","","","","","","","","","","","","17767","17767","17767","0.97216796875","0.97216796875","0.97216796875","","","","","",""
"1500","","","","","","","","","","","","","","","","","","","17798","17798","17798","0.9722704291343689","0.9722704291343689","0.9722704291343689","","","","","",""
"1501","","","","","","","","","","","","","","","","","","","17813","17813","17813","0.9721483588218689","0.9721483588218689","0.9721483588218689","","","","","",""
"1503","","","","","","","","","","","","","","","","","","","17827","17827","17827","0.9721380472183228","0.9721380472183228","0.9721380472183228","4970","4970","4970","0.9792551398277283","0.9792551398277283","0.9792551398277283"
"1504","","","","","","","5223","5223","5223","0.9802147746086121","0.9802147746086121","0.9802147746086121","","","","","","","17842","17842","17842","0.9721781611442566","0.9721781611442566","0.9721781611442566","","","","","",""
"1506","","","","","","","","","","","","","4861","4861","4861","0.9801798462867737","0.9801798462867737","0.9801798462867737","17856","17856","17856","0.9721790552139282","0.9721790552139282","0.9721790552139282","","","","","",""
"1507","","","","","","","","","","","","","","","","","","","17871","17871","17871","0.9722181558609009","0.9722181558609009","0.9722181558609009","","","","","",""
"1509","","","","","","","","","","","","","","","","","","","17899","17899","17899","0.9722211360931396","0.9722211360931396","0.9722211360931396","","","","","",""
"1510","","","","","","","","","","","","","","","","","","","17932","17932","17932","0.9722015857696533","0.9722015857696533","0.9722015857696533","","","","","",""
"1511","","","","","","","5254","5254","5254","0.980236291885376","0.980236291885376","0.980236291885376","","","","","","","","","","","","","","","","","",""
"1512","","","","","","","","","","","","","","","","","","","17946","17946","17946","0.9722610116004944","0.9722610116004944","0.9722610116004944","5001","5001","5001","0.9792551398277283","0.9792551398277283","0.9792551398277283"
"1513","","","","","","","","","","","","","","","","","","","17961","17961","17961","0.9721590280532837","0.9721590280532837","0.9721590280532837","","","","","",""
"1515","","","","","","","","","","","","","","","","","","","17975","17975","17975","0.9721900224685669","0.9721900224685669","0.9721900224685669","","","","","",""
"1516","","","","","","","","","","","","","4892","4892","4892","0.9802369475364685","0.9802369475364685","0.9802369475364685","17990","17990","17990","0.9721775650978088","0.9721775650978088","0.9721775650978088","","","","","",""
"1518","","","","","","","","","","","","","","","","","","","18004","18004","18004","0.9721871614456177","0.9721871614456177","0.9721871614456177","","","","","",""
"1519","","","","","","","5282","5282","5282","0.9802249073982239","0.9802249073982239","0.9802249073982239","","","","","","","18034","18034","18034","0.9721508026123047","0.9721508026123047","0.9721508026123047","","","","","",""
"1521","","","","","","","","","","","","","","","","","","","18050","18050","18050","0.9722265005111694","0.9722265005111694","0.9722265005111694","5033","5033","5033","0.9792904257774353","0.9792904257774353","0.9792904257774353"
"1522","","","","","","","","","","","","","","","","","","","18065","18065","18065","0.9722549915313721","0.9722549915313721","0.9722549915313721","","","","","",""
"1524","","","","","","","","","","","","","","","","","","","18079","18079","18079","0.972191572189331","0.972191572189331","0.972191572189331","","","","","",""
"1525","","","","","","","","","","","","","4923","4923","4923","0.9802655577659607","0.9802655577659607","0.9802655577659607","18094","18094","18094","0.9721860885620117","0.9721860885620117","0.9721860885620117","","","","","",""
"1527","","","","","","","5299","5299","5299","0.9803351163864136","0.9803351163864136","0.9803351163864136","","","","","","","18108","18108","18108","0.9721425175666809","0.9721425175666809","0.9721425175666809","","","","","",""
"1528","","","","","","","","","","","","","","","","","","","18123","18123","18123","0.972162127494812","0.972162127494812","0.972162127494812","","","","","",""
"1530","","","","","","","","","","","","","","","","","","","18154","18154","18154","0.9722904562950134","0.9722904562950134","0.9722904562950134","5064","5064","5064","0.9793906807899475","0.9793906807899475","0.9793906807899475"
"1531","","","","","","","","","","","","","","","","","","","18169","18169","18169","0.9722061157226562","0.9722061157226562","0.9722061157226562","","","","","",""
"1533","","","","","","","","","","","","","","","","","","","18183","18183","18183","0.972226083278656","0.972226083278656","0.972226083278656","","","","","",""
"1534","","","","","","","","","","","","","4954","4954","4954","0.9803017973899841","0.9803017973899841","0.9803017973899841","18198","18198","18198","0.9722130298614502","0.9722130298614502","0.9722130298614502","","","","","",""
"1535","","","","","","","5330","5330","5330","0.9803187847137451","0.9803187847137451","0.9803187847137451","","","","","","","","","","","","","","","","","",""
"1536","","","","","","","","","","","","","","","","","","","18212","18212","18212","0.9721727967262268","0.9721727967262268","0.9721727967262268","","","","","",""
"1537","","","","","","","","","","","","","","","","","","","18227","18227","18227","0.9722564220428467","0.9722564220428467","0.9722564220428467","","","","","",""
"1539","","","","","","","","","","","","","","","","","","","18255","18255","18255","0.9721716642379761","0.9721716642379761","0.9721716642379761","5085","5085","5085","0.9793742299079895","0.9793742299079895","0.9793742299079895"
"1540","","","","","","","","","","","","","","","","","","","18288","18288","18288","0.9721947908401489","0.9721947908401489","0.9721947908401489","","","","","",""
"1542","","","","","","","","","","","","","","","","","","","18302","18302","18302","0.9722661972045898","0.9722661972045898","0.9722661972045898","","","","","",""
"1543","","","","","","","5361","5361","5361","0.9803785681724548","0.9803785681724548","0.9803785681724548","","","","","","","18317","18317","18317","0.972223699092865","0.972223699092865","0.972223699092865","","","","","",""
"1544","","","","","","","","","","","","","4985","4985","4985","0.9803081154823303","0.9803081154823303","0.9803081154823303","","","","","","","","","","","",""
"1545","","","","","","","","","","","","","","","","","","","18331","18331","18331","0.9722262024879456","0.9722262024879456","0.9722262024879456","","","","","",""
"1546","","","","","","","","","","","","","","","","","","","18346","18346","18346","0.972287118434906","0.972287118434906","0.972287118434906","","","","","",""
"1548","","","","","","","","","","","","","","","","","","","18360","18360","18360","0.9722757935523987","0.9722757935523987","0.9722757935523987","5110","5110","5110","0.9794028401374817","0.9794028401374817","0.9794028401374817"
"1549","","","","","","","","","","","","","","","","","","","18390","18390","18390","0.9722109436988831","0.9722109436988831","0.9722109436988831","","","","","",""
"1551","","","","","","","5392","5392","5392","0.9804441928863525","0.9804441928863525","0.9804441928863525","","","","","","","18406","18406","18406","0.9721577763557434","0.9721577763557434","0.9721577763557434","","","","","",""
"1552","","","","","","","","","","","","","","","","","","","18421","18421","18421","0.9722210764884949","0.9722210764884949","0.9722210764884949","","","","","",""
"1553","","","","","","","","","","","","","5016","5016","5016","0.9804282784461975","0.9804282784461975","0.9804282784461975","","","","","","","","","","","",""
"1554","","","","","","","","","","","","","","","","","","","18435","18435","18435","0.9721949100494385","0.9721949100494385","0.9721949100494385","","","","","",""
"1555","","","","","","","","","","","","","","","","","","","18450","18450","18450","0.972199559211731","0.972199559211731","0.972199559211731","","","","","",""
"1557","","","","","","","","","","","","","","","","","","","18464","18464","18464","0.972296953201294","0.972296953201294","0.972296953201294","5142","5142","5142","0.9794877767562866","0.9794877767562866","0.9794877767562866"
"1558","","","","","","","","","","","","","","","","","","","18479","18479","18479","0.9721893668174744","0.9721893668174744","0.9721893668174744","","","","","",""
"1559","","","","","","","5410","5410","5410","0.980500340461731","0.980500340461731","0.980500340461731","","","","","","","","","","","","","","","","","",""
"1562","","","","","","","","","","","","","5047","5047","5047","0.9804133176803589","0.9804133176803589","0.9804133176803589","","","","","","","","","","","",""
"1566","","","","","","","","","","","","","","","","","","","","","","","","","5173","5173","5173","0.979522705078125","0.979522705078125","0.979522705078125"
"1567","","","","","","","5437","5437","5437","0.9805116653442383","0.9805116653442383","0.9805116653442383","","","","","","","","","","","","","","","","","",""
"1572","","","","","","","","","","","","","5078","5078","5078","0.9804842472076416","0.9804842472076416","0.9804842472076416","","","","","","","","","","","",""
"1574","","","","","","","5468","5468","5468","0.9805396795272827","0.9805396795272827","0.9805396795272827","","","","","","","","","","","","","","","","","",""
"1575","","","","","","","","","","","","","","","","","","","","","","","","","5205","5205","5205","0.9795850515365601","0.9795850515365601","0.9795850515365601"
"1581","","","","","","","","","","","","","5109","5109","5109","0.9805361032485962","0.9805361032485962","0.9805361032485962","","","","","","","","","","","",""
"1582","","","","","","","5499","5499","5499","0.9805867671966553","0.9805867671966553","0.9805867671966553","","","","","","","","","","","","","","","","","",""
"1584","","","","","","","","","","","","","","","","","","","","","","","","","5236","5236","5236","0.9796063899993896","0.9796063899993896","0.9796063899993896"
"1590","","","","","","","5530","5530","5530","0.980637788772583","0.980637788772583","0.980637788772583","5141","5141","5141","0.9805867671966553","0.9805867671966553","0.9805867671966553","","","","","","","","","","","",""
"1593","","","","","","","","","","","","","","","","","","","","","","","","","5268","5268","5268","0.9796305298805237","0.9796305298805237","0.9796305298805237"
"1598","","","","","","","5544","5544","5544","0.9806511402130127","0.9806511402130127","0.9806511402130127","","","","","","","","","","","","","","","","","",""
"1599","","","","","","","","","","","","","5167","5167","5167","0.9806078672409058","0.9806078672409058","0.9806078672409058","","","","","","","","","","","",""
"1602","","","","","","","","","","","","","","","","","","","","","","","","","5299","5299","5299","0.9796406626701355","0.9796406626701355","0.9796406626701355"
"1606","","","","","","","5575","5575","5575","0.9806824922561646","0.9806824922561646","0.9806824922561646","","","","","","","","","","","","","","","","","",""
"1609","","","","","","","","","","","","","5188","5188","5188","0.9806122183799744","0.9806122183799744","0.9806122183799744","","","","","","","","","","","",""
"1611","","","","","","","","","","","","","","","","","","","","","","","","","5331","5331","5331","0.9796816110610962","0.9796816110610962","0.9796816110610962"
"1614","","","","","","","5606","5606","5606","0.9807770848274231","0.9807770848274231","0.9807770848274231","","","","","","","","","","","","","","","","","",""
"1618","","","","","","","","","","","","","5217","5217","5217","0.9806728959083557","0.9806728959083557","0.9806728959083557","","","","","","","","","","","",""
"1620","","","","","","","","","","","","","","","","","","","","","","","","","5362","5362","5362","0.9797255992889404","0.9797255992889404","0.9797255992889404"
"1622","","","","","","","5637","5637","5637","0.9807389974594116","0.9807389974594116","0.9807389974594116","","","","","","","","","","","","","","","","","",""
"1627","","","","","","","","","","","","","5248","5248","5248","0.9807283878326416","0.9807283878326416","0.9807283878326416","","","","","","","","","","","",""
"1629","","","","","","","","","","","","","","","","","","","","","","","","","5383","5383","5383","0.9796813726425171","0.9796813726425171","0.9796813726425171"
"1630","","","","","","","5668","5668","5668","0.9808365702629089","0.9808365702629089","0.9808365702629089","","","","","","","","","","","","","","","","","",""
"1637","","","","","","","5682","5682","5682","0.9808313846588135","0.9808313846588135","0.9808313846588135","5279","5279","5279","0.9807482361793518","0.9807482361793518","0.9807482361793518","","","","","","","","","","","",""
"1638","","","","","","","","","","","","","","","","","","","","","","","","","5408","5408","5408","0.9797634482383728","0.9797634482383728","0.9797634482383728"
"1645","","","","","","","5713","5713","5713","0.9808861017227173","0.9808861017227173","0.9808861017227173","","","","","","","","","","","","","","","","","",""
"1646","","","","","","","","","","","","","5310","5310","5310","0.9808139204978943","0.9808139204978943","0.9808139204978943","","","","","","","","","","","",""
"1647","","","","","","","","","","","","","","","","","","","","","","","","","5440","5440","5440","0.9797582030296326","0.9797582030296326","0.9797582030296326"
"1653","","","","","","","5744","5744","5744","0.9808971881866455","0.9808971881866455","0.9808971881866455","","","","","","","","","","","","","","","","","",""
"1655","","","","","","","","","","","","","5341","5341","5341","0.980839192867279","0.980839192867279","0.980839192867279","","","","","","","","","","","",""
"1656","","","","","","","","","","","","","","","","","","","","","","","","","5471","5471","5471","0.9797770977020264","0.9797770977020264","0.9797770977020264"
"1661","","","","","","","5775","5775","5775","0.9809310436248779","0.9809310436248779","0.9809310436248779","","","","","","","","","","","","","","","","","",""
"1665","","","","","","","","","","","","","5372","5372","5372","0.9808318614959717","0.9808318614959717","0.9808318614959717","","","","","","","5503","5503","5503","0.9798318147659302","0.9798318147659302","0.9798318147659302"
"1669","","","","","","","5797","5797","5797","0.9809704422950745","0.9809704422950745","0.9809704422950745","","","","","","","","","","","","","","","","","",""
"1674","","","","","","","","","","","","","5403","5403","5403","0.9808996915817261","0.9808996915817261","0.9808996915817261","","","","","","","5534","5534","5534","0.9798580408096313","0.9798580408096313","0.9798580408096313"
"1677","","","","","","","5820","5820","5820","0.9809898734092712","0.9809898734092712","0.9809898734092712","","","","","","","","","","","","","","","","","",""
"1683","","","","","","","","","","","","","5435","5435","5435","0.980927586555481","0.980927586555481","0.980927586555481","","","","","","","5566","5566","5566","0.9798896312713623","0.9798896312713623","0.9798896312713623"
"1685","","","","","","","5851","5851","5851","0.9809948801994324","0.9809948801994324","0.9809948801994324","","","","","","","","","","","","","","","","","",""
"1692","","","","","","","","","","","","","5466","5466","5466","0.9809521436691284","0.9809521436691284","0.9809521436691284","","","","","","","5597","5597","5597","0.9799022078514099","0.9799022078514099","0.9799022078514099"
"1693","","","","","","","5882","5882","5882","0.9810733199119568","0.9810733199119568","0.9810733199119568","","","","","","","","","","","","","","","","","",""
